丁酮
干姜
干果
干枣
干枯
干涩
干湿
干漆
干燥
干痒
干皮
干眼
干硬
干结
干罐
平和
平喘
平心
平性
平肝
平胃
平躺
年龄
幻觉
幼儿
广东
广枣
广西
应激
废物
康复
开水
开痰
开窍
开胃
异味
弄舌
张三
张明
张氏
弦数
弦涩
弦滑
弦紧
弦细
弦脉
弦长
弱视
弹性
强身
强骨
归尾
归脾
归身
当带
当归
当胶
形寒
形状
循环
微寒
微弱
微汗
微温
微热
微甘
微红
微苦
微血
心俞
心包
心口
心宇
心态
心急
心悸
心情
心慌
心气
心法
心火
心烦
心热
心率
心理
心病
心痛
心痞
心痹
心神
心经
心结
心肌
心肺
心胸
心脏
心脑
心脾
心虚
心血
心衰
心跳
忍冬
忘事
忠意
忧愁
忧虑
忧郁
快走
快速
怀孕
怒气
怒火
怒视
怒证
怒郁
怔忡
怕光
怕冷
怕热
怕闹
思维
思虑
急促
急性
急惊
急躁
性交
性别
性温
总氮
总碱
总酚
总酸
恐怖
恐惧
恒心
息肉
恶寒
恶心
恶梦
恶疮
恶臭
恶露
恶风
恼怒
患处
悬枢
悬钟
悬髓
悲伤
情志
情感
情郁
惊厥
惊叫
惊吓
惊恐
惊悸
惊慌
惊症
惊痫
惊证
惊跳
惊醒
惊风
惊骇
想吐
感冒
愤怒
慈姑
慢动
慢性
慢惊
慢跑
憋气
憋闷
懒言
成人
成瘾
成药
戒烟
戒酒
房间
扁豆
手串
手心
手抖
手指
手掌
手术
手机
手法
手背
手脚
手腕
手臂
手足
手部
手颤
打嗝
扭伤
扭转
扶正
批号
承山
承扶
抑菌
抑郁
抖动
抗凝
抗压
抗炎
抗疟
抗病
抗癌
护垫
护肝
护肤
护胃
抽搐
抽烟
抽筋
抽风
担心
拉伤
拉伸
拉稀
拍打
拒按
拔牙
拔罐
拔针
拘急
拘挛
拨罐
拳参
指甲
按压
按摩
按诊
挛痹
挛缩
挥发
挫伤
捏揉
掉发
掌汗
排便
排卵
排尿
排毒
排气
排泄
排湿
探究
推拿
推挤
推擦
推脾
揉捏
揉搓
揉法
提插
提神
搅拌
搏动
搔抓
携带
摔倒
摩擦
摸诊
擦伤
擦干
攀睛
攒竹
支撑
收敛
收汗
收缩
收获
攻下
放屁
放松
放疗
敏感
散光
散剂
散大
散寒
散步
散淤
散瘀
散结
散血
散证
散风
敬意
数天
数数
数日
数脉
文化
斑块
斑点
斑蝥
断脉
方向
施治
无力
无尿
无效
无汗
无痛
无痰
无苔
日晒
日本
早产
早晨
早泄
早白
早衰
早醒
昆布
明代
明心
明目
明矾
昏倒
昏厥
昏君
昏沉
昏狂
昏蒙
昏迷
易哭
易怒
易悲
易惊
易热
易碎
易醒
春季
晃动
晒伤
晒斑
晕倒
晕厥
晕眩
晕船
晕车
晚上
晦暗
晨僵
晨咳
景天
晾干
暑泻
暑湿
暑热
暑邪
暖宫
暖胃
暖阳
暗疮
暗红
暗翳
暗黄
暴怒
暴涨
暴盲
暴躁
曲池
曲泉
曲泽
曲菌
月经
有力
有害
有毒
有痰
有血
服用
望舌
望证
望诊
期门
木僵
木材
木炭
木瓜
木系
木耳
木舌
木莓
木贼
木通
木风
木香
本神
本脏
术根
朱砂
朴硝
杀菌
杀虫
李华
李四
李娟
李峰
李明
李洁
李白
李锦
杏仁
杏叶
杏子
杏干
杏膏
杏葉
杜仲
杜鹃
杞子
杨梅
杷子
杷树
松塔
松果
松油
松石
松脂
松节
松茸
松萝
松香
枇杷
枕部
林缘
果实
果汁
果糖
果酱
枣仁
枣子
枣树
枣泥
枳壳
枳实
枳實
枳术
枸杞
枸橼
柏子
柏皮
柑橘
柚子
柚皮
柠檬
柳枝
柴胡
柽柳
柿叶
柿子
柿渣
柿蒂
柿饼
栀子
标签
树皮
栝楼
栝蒌
核桃
根茎
根部
栽培
桂仁
桂圆
桂心
桂枝
桂皮
桂花
桂附
桃仁
桃叶
桃子
桃枝
桃红
桃花
桅子
桉树
桑叶
桑杏
桑枝
桑树
桑椹
桑花
桑菊
桑葚
桑蜜
桑螵
桔子
桔梗
桔皮
桔矾
桔红
桔贝
桡骨
梅毒
梅花
梓炭
梔子
梦多
梦游
梦遗
梦魇
梨子
梨汁
梨炭
梨皮
梨膏
棉布
棕色
植物
椒目
椿皮
榆皮
槐花
槐角
槟榔
樟木
樟脑
模糊
横位
橘叶
橘核
橘皮
橘红
橘络
橙子
橙汁
橙皮
橙色
橡皮
檀香
欧芹
欲吐
欲呕
止吐
止呃
止呕
止咳
止喘
止带
止惊
止汗
止泻
止渴
止痉
止痒
止痛
止痢
止痫
止痰
止血
正气
正虚
步态
步行
死亡
残疾
母气
每周
每天
毒性
毒滞
毒热
毒素
毒邪
毛发
毛囊
毛孔
毛蚶
毫针
气体
气促
气候
气功
气化
气压
气喘
气场
气急
气息
气机
气海
气淋
气滞
气燔
气疝
气痛
气短
气穴
气管
气胀
气胸
气色
气虚
气血
气质
气逆
气道
气郁
气门
气闭
气陷
氧化
氧气
氧疗
氯喹
氰甙
水停
水分
水寒
水提
水果
水样
水气
水泛
水泡
水泻
水液
水湿
水滞
水热
水煎
水田
水疗
水疱
水痘
水盆
水石
水系
水肿
水蒲
水蓬
水蛇
水蛭
水行
水风
汉代
汗出
汗多
汗气
汗法
汗液
汗腺
汗臭
汗证
江苏
污染
汤剂
汤料
汤水
汤法
汤类
汤药
沉弱
沉涩
沉滑
沉细
沉缓
沉脉
沉迟
沉重
沉香
沐浴
沙参
沙棘
沙眼
沟谷
没药
没香
沮丧
河岸
油炸
油脂
油腻
油菜
油麻
沼泽
泄泻
法夏
泛恶
泛水
泛红
泛蓝
泛酸
泡参
泡姜
泡水
泡沫
泡脚
泡茶
泡酒
注射
泪出
泪囊
泪多
泪少
泪溢
泻下
泻利
泻吐
泻心
泻泄
泻法
泻火
泻热
泻痢
泻石
泻稀
泻药
泻证
泽仁
泽仙
泽兰
泽泻
泽漆
泽瀉
洋葱
洗涤
洗液
洗牙
洗眼
洗胃
津亏
津伤
津液
洪数
洪脉
洪连
活动
活络
活血
流产
流感
流汗
流泪
流涕
流脓
流血
浅短
浊气
浊痰
浊音
浊黏
浑浊
浓度
浓痰
浓缩
浓茶
浙江
浙贝
浮数
浮紧
浮肿
浮脉
浮萍
海参
海带
海藻
海蛤
海蜇
海螺
海马
海鲜
海龙
海龟
浸泡
浸膏
涂抹
消化
消导
消毒
消渴
消炎
消瘦
消积
消肿
消食
涌泉
润喉
润燥
润肝
润肠
润肤
润肺
涨痛
涩味
涩数
涩滞
涩病
涩症
涩精
涩肠
涩脉
涩证
液亏
液体
液门
淀粉
淋浊
淋病
淋证
淋闭
淡味
淡白
淡红
淡菜
淤毒
淤滞
淤紫
淤血
淮山
深浅
清凉
清创
清心
清晨
清气
清水
清汤
清洁
清洗
清涕
清淡
清热
清痰
清稀
清窍
清肝
清肺
清胆
清豁
清音
渗出
渗液
渗湿
温中
温化
温姜
温度
温性
温敷
温暖
温水
温灸
温热
温疫
温病
温经
温肺
温胃
温茶
温补
温通
温针
温阳
渴热
渴症
渴证
渴饮
游泳
湖南
湖泊
湿咳
湿困
湿地
湿寒
湿度
湿毒
湿气
湿泄
湿泛
湿泻
湿浊
湿润
湿滞
湿热
湿燥
湿疝
湿疮
湿疹
湿病
湿症
湿痛
湿痰
湿痹
湿瘀
湿盛
湿罐
湿证
湿邪
湿重
湿阻
溃烂
溃疡
溏便
溢液
溢脓
溪流
溲赤
溲黄
溶栓
溺黄
滋润
滋肾
滋阴
滑数
滑石
滑胎
滑脉
滑腻
滞证
满胀
滴沥
漏下
漏尿
漏睛
漏芦
漱口
潮湿
潮热
潮红
澡石
澤瀉
激动
激素
濡数
灌肠
火候
火势
火旺
火毒
火气
火炎
火炭
火热
火疖
火疳
火盛
火系
火罐
火证
火邪
火针
火风
灰尘
灰痰
灵枢
灵脂
灵芝
灸法
灸热
灸疗
灸盒
灸笼
灸绒
灸罐
灸脐
灼伤
灼热
灼痛
炎症
炒姜
炒用
炒米
炒菜
炒食
炖汤
炖肉
炖鸡
炙草
炮制
炮姜
炮薑
点穴
烘干
烘焙
烛灸
烟尘
烟毒
烟熏
烟草
烟酒
烟雾
烤制
烤肉
烦恼
烦渴
烦热
烦躁
烦闷
烧伤
烧心
烧灼
烧烤
烧酒
烫伤
热咳
热喘
热带
热度
热性
热感
热扰
热敷
热毒
热气
热水
热汗
热汤
热淋
热湿
热烦
热燥
热疮
热疹
热病
热症
热痒
热痛
热痢
热痫
热痰
热痱
热痹
热瘰
热盛
热粥
热结
热证
热贴
热邪
热风
热饮
烹饪
焦橘
焦虑
煎制
煎剂
煎服
煎汤
煎煮
煎药
煎锅
煮水
煮汤
煮沸
煮粥
煮茶
煮菜
煮锅
煮饭
煲汤
煲粥
熄风
熊胆
熏洗
熏蒸
熏香
熏鼻
熟地
熬夜
熬汤
燕窝
燕麦
燥凉
燥咳
燥湿
燥热
燥症
燥结
燥证
燥邪
爱意
片剂
牙冠
牙弓
牙疼
牙痈
牙痛
牙线
牙齿
牙龈
牛奶
牛尾
牛磺
牛肉
牛膝
牛至
牛蒡
牛鞭
牛骨
牛黄
牡蛎
牡鳞
牵引
特禀
犀角
犯困
犯怵
狂吠
狂病
狂症
狂证
狂躁
狐尾
狗肉
狗脊
狗鞭
独参
独活
独语
狼毒
猪尾
猪油
猪牙
猪肉
猪肚
猪肝
猪肺
猪肾
猪腰
猪苓
猪蹄
猪骨
猫药
猴枣
玄参
玄胡
玉竹
玉米
王云
王五
王伟
王冰
王力
王娟
王杰
王静
玫瑰
玳瑁
珂术
珊瑚
珍珠
理气
理疗
琥乳
琥珀
琼脂
瑜伽
瑞香
瑶琐
瑶琳
瑶琴
瓜子
瓜蒂
瓜蒌
瓦松
甘味
甘性
甘松
甘油
甘淡
甘肃
甘苦
甘草
甘蔗
甘薯
甘遂
甙类
甜点
甜腻
甜食
生冷
生参
生吃
生命
生地
生姜
生态
生斑
生梨
生殖
生气
生津
生炭
生理
生疮
生翳
生肌
生育
生脉
生菜
生葛
生葱
生薑
生蚝
生血
生长
生风
生食
生鱼
用眼
用脑
田七
田菁
田野
甲亢
电泳
电疗
电脑
电针
甾体
甾类
甾醇
畏光
畏声
畏寒
留针
留鸡
番茄
畸形
疏泄
疏肝
疏通
疏风
疔疮
疖子
疖肿
疗效
疙瘩
疝气
疝痛
疟疾
疣状
疤痕
疥疮
疥癣
疫毒
疫疠
疫疾
疫病
疫邪
疮口
疮毒
疮疖
疮疡
疮疹
疮痂
疮痈
疮证
疱疹
疱痕
疲乏
疲倦
疲劳
疲惫
疳热
疳积
疳翳
疳证
疹子
疹点
疹热
疹疾
疹病
疹痘
疹证
疼痛
疾徐
痂皮
痄腮
病势
病名
病害
病情
病毒
病积
病证
病邪
症瘕
痈疮
痈疽
痈肿
痈证
痉厥
痉挛
痉证
痒疹
痒痛
痔核
痔疮
痔疾
痔证
痘疮
痘疹
痘痘
痛感
痛症
痛痒
痛经
痛腰
痛苦
痛证
痛重
痛风
痞块
痞滞
痞满
痞痛
痞证
痢疾
痣状
痤疮
痧子
痫疯
痫病
痫症
痫证
痰凝
痰厥
痰咳
痰喘
痰多
痰少
痰惊
痰核
痰浊
痰液
痰湿
痰滞
痰火
痰热
痰燥
痰症
痰瘀
痰白
痰稠
痰糊
痰聚
痰血
痰证
痰闭
痰阻
痰风
痰饮
痰鸣
痰黄
痰黏
痱子
痴呆
痹症
痹痛
痹证
痹风
痿证
痿软
瘀伤
瘀块
瘀斑
瘀毒
瘀滞
瘀点
瘀痕
瘀痛
瘀肿
瘀血
瘀证
瘀阻
瘀风
瘘管
瘙痒
瘟毒
瘟疫
瘡疮
瘢痕
瘤疮
瘤疾
瘤病
瘤痔
瘤瘕
瘤结
瘦肉
瘫痪
瘫证
瘰疬
瘾疹
瘿病
瘿瘤
癌症
癌痛
癌证
癎痫
癔病
癔证
癥瘕
癫狂
癫痫
癫证
白前
白参
白及
白发
白喉
白天
白带
白朮
白术
白果
白沫
白浊
白瓜
白痰
白皮
白矾
白粥
白糖
白腻
白色
白芍
白芷
白苔
白英
白茯
白茶
白菜
白蔹
白薇
白蝎
白酒
白麻
百会
百合
百病
百草
百部
皂甙
皂矾
皂苷
皂荚
皂角
皮上
皮下
皮损
皮毛
皮炎
皮疹
皮肤
皱纹
皲裂
盆浴
盆腔
益体
益养
益力
益心
益智
益气
益精
益肝
益肺
益肾
益胃
益脾
益血
益阳
盐分
盐水
盐蒸
盗汗
盘疝
目干
目昏
目涩
目疮
目疲
目疼
目疾
目病
目痒
目痛
目痹
目盲
目眩
目眶
目红
目翳
目色
目赤
目黄
直肠
眉弓
眉心
眉间
真寒
真火
真眩
真菌
眩光
眩晕
眼周
眼干
眼底
眼球
眼疼
眼疾
眼病
眼痒
眼痛
眼白
眼睑
眼睛
眼神
眼红
眼翳
眼肿
眼胀
眼花
眼草
眼袋
眼部
睑板
睛明
睡前
睡意
睡眠
睡莲
督脉
睾丸
睾酮
瞌睡
瞪眼
瞳孔
瞿麥
瞿麦
知柏
知母
短少
短气
短赤
石参
石斛
石榴
石灰
石瘤
石绿
石膏
石苇
石通
石韦
矾石
矿物
砂仁
砂糖
砂锅
砒霜
研末
研磨
破溃
破裂
硝石
硝黄
硫磺
硫黄
硬化
硬壳
硬结
硼砂
碱水
磁疗
磁石
磨粉
磷脂
祛寒
祛斑
祛湿
祛痛
祛痰
祛瘀
祛腐
祛风
神农
神封
神庭
神志
神明
神昏
神晕
神曲
神疲
神疾
神经
神道
神门
神阙
福建
禹余
禽类
私处
秃发
秋季
秋枳
秋燥
种子
种植
秘结
秦皮
秦艽
秫米
积气
积液
积滞
积热
积聚
积血
积食
稀痰
稀饭
稠厚
空腹
窒息
窦道
站姿
站直
章门
竹叶
竹沥
竹炭
竹笋
竹茹
筋伤
筋挛
筋痛
筋穴
筋缩
筋脉
筋腱
筋膜
筋草
筋骨
米汤
米粉
米粥
米醋
类病
粉刺
粉尘
粉末
粉草
粉葛
粉蝶
粗粮
粗糙
粘稠
粥类
粳米
精亏
精囊
精子
精气
精油
精液
精神
精索
精藏
精血
糊涂
糕点
糖分
糖果
糖水
糖浆
糖类
糙米
糜烂
糯米
素问
紧张
紧弦
紧绷
紫参
紫斑
紫暗
紫珠
紫癜
紫米
紫绀
紫舌
紫色
紫苏
紫草
紫菀
紫菜
紫薯
紫藤
紫黑
繁忙
红参
红斑
红晕
红枣
红点
红热
红疹
红痰
红目
红眼
红糖
红绛
红肉
红肿
红脸
红舌
红色
红芪
红花
红苔
红茶
红薯
红藤
红藻
红豆
纤瘦
纯度
纱布
纳减
纳呆
纳增
纳差
纹路
细弦
细弱
细数
细末
细涩
细线
细脉
细腻
细菌
细辛
细长
经前
经方
经期
经渠
经痛
经穴
经络
经脉
经闭
结代
结块
结数
结核
结气
结痂
结石
结肠
结膜
结节
络石
络穴
络脉
绝汗
绝经
绞痛
绦虫
续断
综述
绿痰
绿石
绿矾
绿色
绿茶
绿豆
缓急
缓慢
缓数
缓脉
缬草
缺氧
缺水
缺血
缺钙
缺铁
缺镁
罂粟
罗军
罗勒
羊水
羊肉
羊肝
羊肺
羊腩
羊蹄
羌桂
羌活
美容
美白
羚角
翳障
老姜
老花
耐力
耗血
耳垂
耳垢
耳塞
耳廓
耳朵
耳涨
耳滴
耳漏
耳炎
耳热
耳疖
耳痒
耳痛
耳瘘
耳穴
耳窍
耳聋
耳聾
耳胀
耳膏
耳草
耳蜗
耳部
耳针
耳门
耳闭
耳闷
耳鸣
肉桂
肉汤
肉瘤
肉类
肋骨
肌肉
肌肤
肌苷
肘部
肚子
肚痛
肚脐
肛瘘
肛管
肛裂
肛门
肝乘
肝亏
肝俞
肝功
肝劳
肝区
肝大
肝斑
肝旺
肝气
肝湿
肝火
肝炎
肝热
肝病
肝痛
肝瘀
肝癌
肝素
肝经
肝肾
肝肿
肝胃
肝胆
肝脏
肝脾
肝虚
肝郁
肝部
肝酶
肝风
肠壁
肠寒
肠炎
肠热
肠燥
肠病
肠痈
肠痛
肠痹
肠瘤
肠癌
肠经
肠胃
肠道
肠鸣
股沟
股肿
股部
股骨
肢体
肢冷
肢寒
肢强
肥肉
肥胖
肩井
肩凝
肩痛
肩痹
肩背
肩膀
肩部
肱骨
肺俞
肺卫
肺叶
肺寒
肺干
肺气
肺泡
肺湿
肺火
肺炎
肺热
肺燥
肺病
肺痈
肺痨
肺痰
肺痿
肺癌
肺经
肺胀
肺胃
肺脏
肺脾
肺腑
肺虚
肺部
肺门
肺阴
肾亏
肾俞
肾宝
肾气
肾水
肾湿
肾炎
肾病
肾痛
肾癌
肾盂
肾盏
肾精
肾经
肾脏
肾虚
肾阳
肾阴
肿块
肿毒
肿痛
肿瘤
肿胀
胀气
胀满
胀痛
胀闷
胁下
胁痛
胁肋
胁胀
胁部
胃俞
胃冷
胃反
胃壁
胃实
胃寒
胃弱
胃气
胃泰
胃涨
胃液
胃湿
胃滞
胃满
胃火
胃炎
胃热
胃燥
胃疼
胃病
胃痛
胃痞
胃瘀
胃癌
胃经
胃肝
胃肠
胃胀
胃脉
胃脘
胃脾
胃腔
胃虚
胃逆
胃部
胃酸
胃闷
胃阴
胃鸣
胆俞
胆囊
胆怯
胆气
胆汁
胆石
胆矾
胆管
胆经
胆胀
胆道
背侧
背冷
背后
背汗
背痛
背部
胎儿
胎压
胎毒
胎气
胎湿
胎滞
胎漏
胎热
胎盘
胎闭
胞宫
胞滞
胞痛
胞衣
胞阻
胡伟
胡椒
胡话
胡连
胫骨
胬肉
胰管
胰腺
胶囊
胸前
胸口
胸廓
胸水
胸满
胸痛
胸痞
胸痹
胸罩
胸肋
胸胁
胸腔
胸腹
胸腺
胸膜
胸部
胸鄉
胸闷
脂肪
脆弱
脉动
脉学
脉弦
脉弱
脉微
脉急
脉慢
脉搏
脉数
脉沉
脉洪
脉浮
脉涩
脉滑
脉濡
脉细
脉结
脉缓
脉虚
脉证
脉诊
脉迟
脊下
脊中
脊柱
脊椎
脊背
脊骨
脊髓
脏器
脏躁
脐下
脐周
脐湿
脐漏
脐疝
脐疮
脐痛
脐部
脐针
脑干
脑梗
脑炎
脑病
脑瘤
脑聋
脑虚
脑部
脑髓
脑鸣
脓包
脓头
脓毒
脓液
脓疮
脓疱
脓痰
脓皮
脓肿
脖子
脘痛
脘痞
脘胀
脘部
脚底
脚抖
脚掌
脚气
脚疼
脚痛
脚背
脚趾
脚踝
脱出
脱发
脱屑
脱水
脱皮
脱肛
脱臼
脱落
脸瘫
脸红
脸肿
脸部
脾俞
脾气
脾湿
脾病
脾痛
脾经
脾肾
脾胀
脾胃
脾脏
脾虚
脾阳
腋下
腋汗
腋窝
腋臭
腌制
腐熟
腐蚀
腑脏
腓骨
腕部
腕骨
腥味
腥臭
腧穴
腭部
腮部
腰俞
腰冷
腰弱
腰强
腰椎
腰热
腰疼
腰痛
腰痹
腰肌
腰肾
腰背
腰腹
腰腿
腰膏
腰软
腰部
腰酸
腰重
腰骶
腰麻
腹冷
腹压
腹壁
腹水
腹泻
腹满
腹痛
腹肌
腹胀
腹诊
腹部
腹针
腹音
腺苷
腿疼
腿痛
腿肿
腿软
腿部
膀胱
膈下
膈俞
膈经
